hl_id,matchid,bl_slutmal,bl_namn,omgang,hl_pos,hl_namn,hl_slutmal,sasong,bl_pos,bl_id
9369,1417645,0,Brommapojkarna,9,3,Elfsborg,1,2010-03-13T00:00+0100,8,19721
9368,1417646,0,Mjällby,9,10,Djurgården,1,2010-03-13T00:00+0100,5,9389
9367,1417647,2,Djurgården,10,15,AIK,1,2010-03-13T00:00+0100,8,9368
9375,1417648,0,Trelleborgs FF,10,2,Malmö FF,2,2010-03-13T00:00+0100,16,9377
9393,1417649,1,Elfsborg,10,14,Åtvidaberg,1,2010-03-13T00:00+0100,4,9369
19721,1417650,0,Halmstad,10,6,Brommapojkarna,1,2010-03-13T00:00+0100,9,9371
9379,1417651,0,Häcken,10,3,Örebro,2,2010-03-13T00:00+0100,10,19740
9400,1417652,0,Kalmar FF,10,11,Gefle,0,2010-03-13T00:00+0100,13,9374
9389,1417653,0,IFK Göteborg,10,5,Mjällby,0,2010-03-13T00:00+0100,12,9370
9382,1417654,0,Helsingborg,10,7,Gais,0,2010-03-13T00:00+0100,1,9373
9393,1417655,1,Brommapojkarna,11,13,Åtvidaberg,4,2010-03-13T00:00+0100,8,19721
9369,1417656,2,Malmö FF,11,4,Elfsborg,2,2010-03-13T00:00+0100,2,9375
19740,1417657,2,Gefle,11,14,Häcken,0,2010-03-13T00:00+0100,9,9400
9374,1417658,0,Halmstad,11,12,Kalmar FF,1,2010-03-13T00:00+0100,10,9371
9370,1417659,0,AIK,11,11,IFK Göteborg,4,2010-03-13T00:00+0100,16,9367
9377,1417660,1,Mjällby,11,15,Trelleborgs FF,2,2010-03-13T00:00+0100,6,9389
9373,1417661,1,Örebro,11,1,Helsingborg,2,2010-03-13T00:00+0100,3,9379
9368,1417662,1,Gais,11,7,Djurgården,1,2010-03-13T00:00+0100,5,9382
9375,1417663,1,Åtvidaberg,12,2,Malmö FF,3,2010-03-13T00:00+0100,14,9393
9379,1417664,0,Djurgården,12,3,Örebro,1,2010-03-13T00:00+0100,7,9368
9389,1417665,0,Elfsborg,12,4,Mjällby,2,2010-03-13T00:00+0100,5,9369
9367,1417666,0,Trelleborgs FF,12,15,AIK,1,2010-03-13T00:00+0100,16,9377
9371,1417667,2,Häcken,12,12,Halmstad,1,2010-03-13T00:00+0100,10,19740
9382,1417668,0,IFK Göteborg,12,6,Gais,0,2010-03-13T00:00+0100,13,9370
19721,1417669,3,Kalmar FF,12,9,Brommapojkarna,2,2010-03-13T00:00+0100,8,9374
9400,1417670,3,Helsingborg,12,11,Gefle,1,2010-03-13T00:00+0100,1,9373
9369,1417671,0,AIK,13,5,Elfsborg,4,2010-03-13T00:00+0100,16,9367
9370,1417672,0,Örebro,13,12,IFK Göteborg,0,2010-03-13T00:00+0100,3,9379
9371,1417679,0,Djurgården,14,8,Halmstad,2,2010-03-13T00:00+0100,10,9368
19721,1417681,1,Häcken,14,7,Brommapojkarna,2,2010-03-13T00:00+0100,12,19740
9389,1417682,2,Malmö FF,14,4,Mjällby,4,2010-03-13T00:00+0100,2,9375
9374,1417683,0,Helsingborg,14,6,Kalmar FF,1,2010-03-13T00:00+0100,1,9373
9400,1417684,0,IFK Göteborg,14,11,Gefle,0,2010-03-13T00:00+0100,13,9370
9382,1417685,2,Elfsborg,14,9,Gais,0,2010-03-13T00:00+0100,5,9369
9379,1417680,0,Trelleborgs FF,14,3,Örebro,2,2010-03-13T00:00+0100,16,9377
9367,1417686,1,Åtvidaberg,14,14,AIK,4,2010-03-13T00:00+0100,15,9393
19740,1417673,1,Kalmar FF,13,9,Häcken,1,2010-03-13T00:00+0100,8,9374
9368,1417674,1,Gefle,13,7,Djurgården,1,2010-03-13T00:00+0100,10,9400
9393,1417675,2,Mjällby,13,14,Åtvidaberg,1,2010-03-13T00:00+0100,4,9389
9377,1417676,0,Gais,13,15,Trelleborgs FF,2,2010-03-13T00:00+0100,6,9382
9373,1417677,1,Halmstad,13,1,Helsingborg,2,2010-03-13T00:00+0100,13,9371
9375,1417678,1,Brommapojkarna,13,2,Malmö FF,2,2010-03-13T00:00+0100,11,19721
9367,1489571,0,Malmö FF,15,14,AIK,2,2010-03-13T00:00+0100,2,9375
9389,1489573,0,Brommapojkarna,15,4,Mjällby,0,2010-03-13T00:00+0100,7,19721
9370,1489575,0,Halmstad,15,9,IFK Göteborg,3,2010-03-13T00:00+0100,11,9371
9369,1489569,3,Örebro,15,5,Elfsborg,3,2010-03-13T00:00+0100,3,9379
9377,1489570,1,Gefle,15,15,Trelleborgs FF,2,2010-03-13T00:00+0100,13,9400
9382,1489572,0,Åtvidaberg,15,10,Gais,0,2010-03-13T00:00+0100,16,9393
9368,1489576,2,Kalmar FF,15,12,Djurgården,0,2010-03-13T00:00+0100,6,9374
19740,1489574,1,Helsingborg,15,8,Häcken,2,2010-03-13T00:00+0100,1,9373
9393,1489577,1,Gais,16,16,Åtvidaberg,0,2010-03-13T00:00+0100,8,9382
9375,1489580,0,AIK,16,2,Malmö FF,1,2010-03-13T00:00+0100,15,9367
19721,1489581,0,Mjällby,16,7,Brommapojkarna,1,2010-03-13T00:00+0100,4,9389
9371,1489579,0,IFK Göteborg,16,9,Halmstad,1,2010-03-13T00:00+0100,12,9370
9400,1489583,3,Trelleborgs FF,16,14,Gefle,1,2010-03-13T00:00+0100,13,9377
9374,1489584,1,Djurgården,16,6,Kalmar FF,0,2010-03-13T00:00+0100,10,9368
9379,1489578,0,Elfsborg,16,3,Örebro,3,2010-03-13T00:00+0100,5,9369
9373,1489582,1,Häcken,16,1,Helsingborg,3,2010-03-13T00:00+0100,11,19740
9389,1489587,0,AIK,17,5,Mjällby,0,2010-03-13T00:00+0100,15,9367
9368,1489589,3,Häcken,17,13,Djurgården,0,2010-03-13T00:00+0100,7,19740
9375,1489588,0,Gais,17,2,Malmö FF,1,2010-03-13T00:00+0100,10,9382
9369,1489586,0,Gefle,17,4,Elfsborg,1,2010-03-13T00:00+0100,14,9400
9370,1489592,1,Kalmar FF,17,9,IFK Göteborg,3,2010-03-13T00:00+0100,6,9374
9393,1489585,2,Örebro,17,16,Åtvidaberg,0,2010-03-13T00:00+0100,3,9379
19721,1489590,3,Helsingborg,17,8,Brommapojkarna,1,2010-03-13T00:00+0100,1,9373
9377,1489591,0,Halmstad,17,11,Trelleborgs FF,1,2010-03-13T00:00+0100,12,9371
9373,1489598,3,Djurgården,18,1,Helsingborg,3,2010-03-13T00:00+0100,12,9368
9382,1489593,2,Mjällby,18,8,Gais,3,2010-03-13T00:00+0100,5,9389
9379,1489594,3,Malmö FF,18,3,Örebro,0,2010-03-13T00:00+0100,2,9375
9374,1489600,1,Trelleborgs FF,18,6,Kalmar FF,2,2010-03-13T00:00+0100,11,9377
9367,1489596,1,Brommapojkarna,18,15,AIK,2,2010-03-13T00:00+0100,9,19721
9371,1489595,3,Elfsborg,18,13,Halmstad,1,2010-03-13T00:00+0100,4,9369
19740,1489597,5,IFK Göteborg,18,10,Häcken,1,2010-03-13T00:00+0100,7,9370
9400,1489599,2,Åtvidaberg,18,14,Gefle,4,2010-03-13T00:00+0100,16,9393
9369,1489608,1,Kalmar FF,19,3,Elfsborg,4,2010-03-13T00:00+0100,7,9374
9367,1489604,0,Gais,19,11,AIK,1,2010-03-13T00:00+0100,8,9382
9375,1489602,0,Gefle,19,2,Malmö FF,2,2010-03-13T00:00+0100,15,9400
9370,1489606,0,Helsingborg,19,6,IFK Göteborg,0,2010-03-13T00:00+0100,1,9373
9389,1489601,0,Örebro,19,5,Mjällby,1,2010-03-13T00:00+0100,4,9379
9377,1489605,2,Häcken,19,9,Trelleborgs FF,3,2010-03-13T00:00+0100,13,19740
9393,1489607,1,Halmstad,19,16,Åtvidaberg,1,2010-03-13T00:00+0100,14,9371
19721,1489603,1,Djurgården,19,12,Brommapojkarna,0,2010-03-13T00:00+0100,10,9368
9400,1489615,3,Mjällby,20,15,Gefle,3,2010-03-13T00:00+0100,5,9389
19740,1489613,1,Elfsborg,20,12,Häcken,1,2010-03-13T00:00+0100,4,9369
9368,1489612,0,IFK Göteborg,20,6,Djurgården,2,2010-03-13T00:00+0100,7,9370
9374,1489616,2,Åtvidaberg,20,9,Kalmar FF,1,2010-03-13T00:00+0100,16,9393
9382,1489609,1,Brommapojkarna,20,8,Gais,1,2010-03-13T00:00+0100,11,19721
9379,1489610,0,AIK,20,3,Örebro,1,2010-03-13T00:00+0100,13,9367
9371,1489611,2,Malmö FF,20,14,Halmstad,0,2010-03-13T00:00+0100,2,9375
9373,1489614,0,Trelleborgs FF,20,1,Helsingborg,1,2010-03-13T00:00+0100,10,9377
9382,1489623,1,Djurgården,21,9,Gais,0,2010-03-13T00:00+0100,6,9368
19721,1489621,2,Åtvidaberg,21,13,Brommapojkarna,0,2010-03-13T00:00+0100,16,9393
9379,1489622,0,Helsingborg,21,3,Örebro,3,2010-03-13T00:00+0100,2,9373
9389,1489617,1,Trelleborgs FF,21,5,Mjällby,1,2010-03-13T00:00+0100,11,9377
9367,1489618,2,IFK Göteborg,21,14,AIK,1,2010-03-13T00:00+0100,7,9370
9371,1489619,1,Kalmar FF,21,12,Halmstad,2,2010-03-13T00:00+0100,10,9374
9375,1489620,0,Elfsborg,21,1,Malmö FF,1,2010-03-13T00:00+0100,4,9369
9400,1489624,2,Häcken,21,15,Gefle,0,2010-03-13T00:00+0100,8,19740
19740,1489630,0,Halmstad,22,8,Häcken,2,2010-03-13T00:00+0100,12,9371
9369,1489625,0,Mjällby,22,4,Elfsborg,2,2010-03-13T00:00+0100,7,9389
9377,1489626,1,AIK,22,10,Trelleborgs FF,4,2010-03-13T00:00+0100,14,9367
9373,1489627,1,Gefle,22,2,Helsingborg,3,2010-03-13T00:00+0100,16,9400
9393,1489628,3,Malmö FF,22,15,Åtvidaberg,3,2010-03-13T00:00+0100,1,9375
9368,1489632,1,Örebro,22,5,Djurgården,2,2010-03-13T00:00+0100,3,9379
9374,1489629,0,Brommapojkarna,22,9,Kalmar FF,3,2010-03-13T00:00+0100,13,19721
9370,1489631,1,Gais,22,6,IFK Göteborg,2,2010-03-13T00:00+0100,11,9382
9393,1489636,1,Djurgården,23,13,Åtvidaberg,2,2010-03-13T00:00+0100,7,9368
9389,1489637,2,Häcken,23,6,Mjällby,2,2010-03-13T00:00+0100,10,19740
9375,1489638,0,Helsingborg,23,1,Malmö FF,2,2010-03-13T00:00+0100,2,9373
19721,1489633,3,Trelleborgs FF,23,14,Brommapojkarna,0,2010-03-13T00:00+0100,9,9377
19740,1489645,1,AIK,24,10,Häcken,0,2010-03-13T00:00+0100,13,9367
9374,1489648,1,Gais,24,7,Kalmar FF,3,2010-03-13T00:00+0100,11,9382
9400,1489647,0,Brommapojkarna,24,15,Gefle,2,2010-03-13T00:00+0100,16,19721
9371,1489643,1,Örebro,24,12,Halmstad,1,2010-03-13T00:00+0100,3,9379
9370,1489641,0,Åtvidaberg,24,5,IFK Göteborg,3,2010-03-13T00:00+0100,14,9393
9377,1489644,1,Elfsborg,24,9,Trelleborgs FF,1,2010-03-13T00:00+0100,4,9369
9368,1489642,0,Malmö FF,24,6,Djurgården,1,2010-03-13T00:00+0100,1,9375
9373,1489646,1,Mjällby,24,2,Helsingborg,2,2010-03-13T00:00+0100,8,9389
9379,1489634,1,Gefle,23,3,Örebro,3,2010-03-13T00:00+0100,16,9400
9369,1489635,1,IFK Göteborg,23,4,Elfsborg,1,2010-03-13T00:00+0100,5,9370
9382,1489639,1,Halmstad,23,11,Gais,1,2010-03-13T00:00+0100,12,9371
9367,1489640,1,Kalmar FF,23,15,AIK,0,2010-03-13T00:00+0100,8,9374
19721,1489655,2,Elfsborg,25,15,Brommapojkarna,2,2010-03-13T00:00+0100,4,9369
9375,1489649,1,IFK Göteborg,25,1,Malmö FF,2,2010-03-13T00:00+0100,5,9370
9389,1489650,0,Djurgården,25,6,Mjällby,3,2010-03-13T00:00+0100,7,9368
9400,1489651,2,Halmstad,25,16,Gefle,1,2010-03-13T00:00+0100,12,9371
9367,1489654,3,Helsingborg,25,14,AIK,2,2010-03-13T00:00+0100,2,9373
9393,1489652,1,Trelleborgs FF,25,13,Åtvidaberg,3,2010-03-13T00:00+0100,9,9377
9379,1489656,0,Kalmar FF,25,3,Örebro,1,2010-03-13T00:00+0100,8,9374
9382,1489653,1,Häcken,25,11,Gais,2,2010-03-13T00:00+0100,10,19740
9373,1489662,1,Gais,26,2,Helsingborg,0,2010-03-13T00:00+0100,10,9382
9370,1489657,0,Mjällby,26,6,IFK Göteborg,0,2010-03-13T00:00+0100,7,9389
9369,1489659,1,Åtvidaberg,26,4,Elfsborg,4,2010-03-13T00:00+0100,13,9393
9371,1489663,0,Brommapojkarna,26,11,Halmstad,2,2010-03-13T00:00+0100,16,19721
9368,1489658,1,AIK,26,5,Djurgården,2,2010-03-13T00:00+0100,14,9367
9377,1489660,3,Malmö FF,26,12,Trelleborgs FF,0,2010-03-13T00:00+0100,1,9375
19740,1489661,1,Örebro,26,9,Häcken,2,2010-03-13T00:00+0100,3,9379
9374,1489664,1,Gefle,26,8,Kalmar FF,1,2010-03-13T00:00+0100,15,9400
9367,1489666,0,Gefle,27,13,AIK,2,2010-03-13T00:00+0100,15,9400
9377,1489667,1,Djurgården,27,9,Trelleborgs FF,3,2010-03-13T00:00+0100,8,9368
9393,1489669,0,Häcken,27,14,Åtvidaberg,0,2010-03-13T00:00+0100,10,19740
9389,1489671,0,Halmstad,27,6,Mjällby,2,2010-03-13T00:00+0100,12,9371
19721,1489668,2,IFK Göteborg,27,16,Brommapojkarna,1,2010-03-13T00:00+0100,5,9370
9369,1489670,3,Helsingborg,27,4,Elfsborg,1,2010-03-13T00:00+0100,2,9373
9375,1489672,1,Kalmar FF,27,1,Malmö FF,0,2010-03-13T00:00+0100,7,9374
9382,1489665,1,Örebro,27,11,Gais,0,2010-03-13T00:00+0100,3,9379
9373,1489678,0,Åtvidaberg,28,2,Helsingborg,3,2010-03-13T00:00+0100,14,9393
9400,1489679,0,Gais,28,15,Gefle,1,2010-03-13T00:00+0100,11,9382
9374,1489680,1,Mjällby,28,7,Kalmar FF,1,2010-03-13T00:00+0100,5,9389
9368,1489673,4,Elfsborg,28,8,Djurgården,4,2010-03-13T00:00+0100,4,9369
9379,1489674,1,Brommapojkarna,28,3,Örebro,1,2010-03-13T00:00+0100,16,19721
9371,1489675,2,AIK,28,12,Halmstad,1,2010-03-13T00:00+0100,13,9367
9370,1489676,2,Trelleborgs FF,28,6,IFK Göteborg,1,2010-03-13T00:00+0100,9,9377
19740,1489677,4,Malmö FF,28,10,Häcken,0,2010-03-13T00:00+0100,1,9375
9382,1489682,3,Trelleborgs FF,29,12,Gais,1,2010-03-13T00:00+0100,6,9377
9400,1489685,2,Djurgården,29,14,Gefle,2,2010-03-13T00:00+0100,7,9368
9374,1489686,3,Häcken,29,9,Kalmar FF,1,2010-03-13T00:00+0100,10,19740
9371,1489683,4,Helsingborg,29,13,Halmstad,2,2010-03-13T00:00+0100,2,9373
9367,1489681,0,Elfsborg,29,11,AIK,2,2010-03-13T00:00+0100,4,9369
9389,1489684,1,Åtvidaberg,29,5,Mjällby,2,2010-03-13T00:00+0100,15,9393
9379,1489687,1,IFK Göteborg,29,3,Örebro,2,2010-03-13T00:00+0100,8,9370
19721,1489688,4,Malmö FF,29,16,Brommapojkarna,0,2010-03-13T00:00+0100,1,9375
9369,1489689,0,Gais,30,4,Elfsborg,1,2010-03-13T00:00+0100,13,9382
9377,1489690,0,Örebro,30,5,Trelleborgs FF,1,2010-03-13T00:00+0100,3,9379
9375,1489691,0,Mjällby,30,1,Malmö FF,2,2010-03-13T00:00+0100,6,9389
9393,1489692,1,AIK,30,15,Åtvidaberg,1,2010-03-13T00:00+0100,11,9367
19740,1489693,0,Brommapojkarna,30,8,Häcken,5,2010-03-13T00:00+0100,16,19721
9373,1489694,0,Kalmar FF,30,2,Helsingborg,0,2010-03-13T00:00+0100,9,9374
9370,1489695,2,Gefle,30,7,IFK Göteborg,2,2010-03-13T00:00+0100,14,9400
9368,1489696,2,Halmstad,30,10,Djurgården,0,2010-03-13T00:00+0100,12,9371
9369,1251012,1,Hammarby,1,0,Elfsborg,1,2009-04-04T00:00+0200,0,9372
19740,1251013,1,Malmö FF,1,0,Häcken,0,2009-04-04T00:00+0200,0,9375
9380,1251014,5,Gais,1,0,Örgryte IS,1,2009-04-04T00:00+0200,0,9382
9377,1251015,0,Brommapojkarna,1,0,Trelleborgs FF,0,2009-04-04T00:00+0200,0,19721
9367,1251016,0,Halmstad,1,0,AIK,1,2009-04-04T00:00+0200,0,9371
9368,1251017,0,Örebro,1,0,Djurgården,1,2009-04-04T00:00+0200,0,9379
9400,1251018,1,Kalmar FF,1,0,Gefle,1,2009-04-04T00:00+0200,0,9374
9373,1251019,0,IFK Göteborg,1,0,Helsingborg,1,2009-04-04T00:00+0200,0,9370
9379,1251020,1,Elfsborg,2,14,Örebro,0,2009-04-04T00:00+0200,6,9369
19721,1251021,0,Häcken,2,4,Brommapojkarna,2,2009-04-04T00:00+0200,15,19740
9371,1251022,1,Trelleborgs FF,2,12,Halmstad,1,2009-04-04T00:00+0200,10,9377
9370,1251023,0,Djurgården,2,7,IFK Göteborg,6,2009-04-04T00:00+0200,9,9368
9372,1251024,2,Gefle,2,11,Hammarby,1,2009-04-04T00:00+0200,5,9400
9382,1251025,4,Helsingborg,2,8,Gais,1,2009-04-04T00:00+0200,1,9373
9375,1251026,0,Örgryte IS,2,2,Malmö FF,3,2009-04-04T00:00+0200,16,9380
9374,1251027,1,AIK,2,13,Kalmar FF,0,2009-04-04T00:00+0200,3,9367
9368,1251028,0,Gefle,3,8,Djurgården,0,2009-04-04T00:00+0200,6,9400
19740,1251029,1,IFK Göteborg,3,10,Häcken,4,2009-04-04T00:00+0200,9,9370
9371,1251030,1,Brommapojkarna,3,15,Halmstad,0,2009-04-04T00:00+0200,3,19721
9373,1251031,0,Hammarby,3,1,Helsingborg,1,2009-04-04T00:00+0200,14,9372
9377,1251032,0,Gais,3,5,Trelleborgs FF,3,2009-04-04T00:00+0200,12,9382
9367,1251033,1,Malmö FF,3,4,AIK,0,2009-04-04T00:00+0200,2,9375
9380,1251034,1,Örebro,3,16,Örgryte IS,0,2009-04-04T00:00+0200,11,9379
9369,1251035,1,Kalmar FF,3,7,Elfsborg,1,2009-04-04T00:00+0200,13,9374
19721,1251036,3,AIK,4,5,Brommapojkarna,2,2009-04-04T00:00+0200,3,9367
9400,1251037,2,Elfsborg,4,10,Gefle,1,2009-04-04T00:00+0200,4,9369
9382,1251038,0,Häcken,4,8,Gais,3,2009-04-04T00:00+0200,14,19740
9375,1251039,1,Trelleborgs FF,4,1,Malmö FF,1,2009-04-04T00:00+0200,7,9377
9374,1251040,1,Halmstad,4,15,Kalmar FF,0,2009-04-04T00:00+0200,12,9371
9379,1251041,0,Helsingborg,4,9,Örebro,2,2009-04-04T00:00+0200,2,9373
9370,1251042,0,Örgryte IS,4,6,IFK Göteborg,3,2009-04-04T00:00+0200,16,9380
9372,1251043,1,Djurgården,4,11,Hammarby,3,2009-04-04T00:00+0200,13,9368
19740,1251044,0,Trelleborgs FF,5,12,Häcken,1,2009-04-04T00:00+0200,10,9377
9369,1251045,0,Malmö FF,5,2,Elfsborg,1,2009-04-04T00:00+0200,4,9375
9373,1251046,3,Halmstad,5,7,Helsingborg,1,2009-04-04T00:00+0200,9,9371
9379,1251047,1,Kalmar FF,5,6,Örebro,2,2009-04-04T00:00+0200,15,9374
9400,1251048,0,Gais,5,11,Gefle,0,2009-04-04T00:00+0200,8,9382
9380,1251049,1,AIK,5,16,Örgryte IS,0,2009-04-04T00:00+0200,1,9367
9372,1251050,1,IFK Göteborg,5,13,Hammarby,0,2009-04-04T00:00+0200,5,9370
9368,1251051,2,Brommapojkarna,5,14,Djurgården,0,2009-04-04T00:00+0200,3,19721
9370,1251052,0,Örebro,6,1,IFK Göteborg,1,2009-04-04T00:00+0200,9,9379
9371,1251053,0,Djurgården,6,7,Halmstad,3,2009-04-04T00:00+0200,15,9368
9375,1251054,0,Gefle,6,6,Malmö FF,0,2009-04-04T00:00+0200,11,9400
9382,1251055,2,Hammarby,6,10,Gais,2,2009-04-04T00:00+0200,13,9372
9367,1251056,3,Helsingborg,6,4,AIK,0,2009-04-04T00:00+0200,2,9373
19721,1251057,1,Elfsborg,6,5,Brommapojkarna,1,2009-04-04T00:00+0200,3,9369
9377,1251058,1,Örgryte IS,6,8,Trelleborgs FF,2,2009-04-04T00:00+0200,16,9380
9374,1251059,1,Häcken,6,14,Kalmar FF,2,2009-04-04T00:00+0200,12,19740
9368,1251060,1,Gais,7,14,Djurgården,2,2009-04-04T00:00+0200,12,9382
9373,1251061,0,Malmö FF,7,1,Helsingborg,1,2009-04-04T00:00+0200,8,9375
9400,1251062,0,Örebro,7,9,Gefle,2,2009-04-04T00:00+0200,10,9379
9369,1251063,0,IFK Göteborg,7,2,Elfsborg,2,2009-04-04T00:00+0200,3,9370
19740,1251064,2,Halmstad,7,13,Häcken,2,2009-04-04T00:00+0200,7,9371
9377,1251065,0,AIK,7,5,Trelleborgs FF,1,2009-04-04T00:00+0200,6,9367
9372,1251066,4,Kalmar FF,7,15,Hammarby,1,2009-04-04T00:00+0200,11,9374
9380,1251067,1,Brommapojkarna,7,16,Örgryte IS,1,2009-04-04T00:00+0200,4,19721
9370,1251068,0,Gefle,8,3,IFK Göteborg,3,2009-04-04T00:00+0200,11,9400
9367,1251069,0,Häcken,8,4,AIK,2,2009-04-04T00:00+0200,13,19740
9375,1251070,1,Djurgården,8,6,Malmö FF,2,2009-04-04T00:00+0200,14,9368
9382,1251073,1,Elfsborg,8,12,Gais,1,2009-04-04T00:00+0200,2,9369
9371,1251074,1,Örgryte IS,8,5,Halmstad,2,2009-04-04T00:00+0200,16,9380
19721,1251071,3,Helsingborg,8,8,Brommapojkarna,0,2009-04-04T00:00+0200,1,9373
9374,1251072,0,Trelleborgs FF,8,10,Kalmar FF,2,2009-04-04T00:00+0200,7,9377
9379,1251075,0,Hammarby,8,9,Örebro,2,2009-04-04T00:00+0200,15,9372
9369,1251080,0,Halmstad,9,1,Elfsborg,4,2009-04-04T00:00+0200,7,9371
9370,1251076,1,Kalmar FF,9,3,IFK Göteborg,2,2009-04-04T00:00+0200,11,9374
9400,1251077,2,Brommapojkarna,9,9,Gefle,3,2009-04-04T00:00+0200,10,19721
9372,1251078,0,Malmö FF,9,14,Hammarby,1,2009-04-04T00:00+0200,6,9375
9379,1251079,0,Gais,9,5,Örebro,2,2009-04-04T00:00+0200,13,9382
9373,1251081,2,Trelleborgs FF,9,2,Helsingborg,2,2009-04-04T00:00+0200,8,9377
9380,1251082,1,Häcken,9,16,Örgryte IS,0,2009-04-04T00:00+0200,12,19740
9368,1251083,1,AIK,9,15,Djurgården,0,2009-04-04T00:00+0200,4,9367
9371,1251084,2,Gefle,10,10,Halmstad,0,2009-04-04T00:00+0200,7,9400
19721,1251085,1,Hammarby,10,12,Brommapojkarna,0,2009-04-04T00:00+0200,13,9372
9375,1251086,0,Örebro,10,8,Malmö FF,0,2009-04-04T00:00+0200,6,9379
9377,1251087,0,Djurgården,10,5,Trelleborgs FF,3,2009-04-04T00:00+0200,15,9368
9374,1251088,0,Örgryte IS,10,9,Kalmar FF,1,2009-04-04T00:00+0200,16,9380
9382,1251089,1,IFK Göteborg,10,14,Gais,0,2009-04-04T00:00+0200,1,9370
9367,1251090,0,Elfsborg,10,4,AIK,0,2009-04-04T00:00+0200,2,9369
19740,1251091,0,Helsingborg,10,11,Häcken,3,2009-04-04T00:00+0200,3,9373
9372,1251092,0,Halmstad,11,13,Hammarby,0,2009-04-04T00:00+0200,10,9371
9382,1251094,2,Kalmar FF,11,14,Gais,2,2009-04-04T00:00+0200,8,9374
9379,1251093,2,Brommapojkarna,11,6,Örebro,2,2009-04-04T00:00+0200,11,19721
9369,1251095,0,Trelleborgs FF,11,2,Elfsborg,1,2009-04-04T00:00+0200,7,9377
9373,1251096,1,Örgryte IS,11,3,Helsingborg,3,2009-04-04T00:00+0200,16,9380
9400,1251097,0,AIK,11,4,Gefle,1,2009-04-04T00:00+0200,5,9367
9370,1251098,0,Malmö FF,11,1,IFK Göteborg,2,2009-04-04T00:00+0200,9,9375
9368,1251099,0,Häcken,11,15,Djurgården,1,2009-04-04T00:00+0200,12,19740
9367,1251100,0,Hammarby,12,4,AIK,1,2009-04-04T00:00+0200,13,9372
19740,1251101,1,Elfsborg,12,11,Häcken,1,2009-04-04T00:00+0200,2,9369
9377,1251102,1,Gefle,12,5,Trelleborgs FF,2,2009-04-04T00:00+0200,6,9400
9370,1251103,0,Brommapojkarna,12,1,IFK Göteborg,4,2009-04-04T00:00+0200,12,19721
9380,1251104,0,Djurgården,12,16,Örgryte IS,0,2009-04-04T00:00+0200,15,9368
9374,1251105,0,Helsingborg,12,7,Kalmar FF,2,2009-04-04T00:00+0200,3,9373
9371,1251106,1,Örebro,12,10,Halmstad,1,2009-04-04T00:00+0200,8,9379
9375,1251107,2,Gais,12,9,Malmö FF,2,2009-04-04T00:00+0200,14,9382
19721,1317389,0,Gais,13,11,Brommapojkarna,1,2009-04-04T00:00+0200,15,9382
9372,1317390,1,Trelleborgs FF,13,13,Hammarby,2,2009-04-04T00:00+0200,7,9377
9400,1317391,1,Häcken,13,6,Gefle,1,2009-04-04T00:00+0200,12,19740
9368,1317392,1,Helsingborg,13,14,Djurgården,2,2009-04-04T00:00+0200,4,9373
9379,1317393,1,AIK,13,8,Örebro,1,2009-04-04T00:00+0200,3,9367
9369,1317394,0,Örgryte IS,13,2,Elfsborg,3,2009-04-04T00:00+0200,16,9380
9375,1317395,2,Kalmar FF,13,10,Malmö FF,1,2009-04-04T00:00+0200,5,9374
9371,1317396,0,IFK Göteborg,13,9,Halmstad,0,2009-04-04T00:00+0200,1,9370
9374,1317397,1,Djurgården,14,5,Kalmar FF,6,2009-04-04T00:00+0200,14,9368
9373,1317398,2,Elfsborg,14,4,Helsingborg,3,2009-04-04T00:00+0200,2,9369
19721,1317399,1,Malmö FF,14,12,Brommapojkarna,1,2009-04-04T00:00+0200,11,9375
9382,1317400,1,Halmstad,14,15,Gais,1,2009-04-04T00:00+0200,10,9371
9380,1317402,2,Gefle,14,16,Örgryte IS,2,2009-04-04T00:00+0200,7,9400
9377,1317403,1,Örebro,14,8,Trelleborgs FF,0,2009-04-04T00:00+0200,6,9379
9367,1317404,0,IFK Göteborg,14,3,AIK,1,2009-04-04T00:00+0200,1,9370
19740,1317401,0,Hammarby,14,9,Häcken,2,2009-04-04T00:00+0200,13,9372
9374,1317405,1,Brommapojkarna,15,4,Kalmar FF,3,2009-04-04T00:00+0200,12,19721
9368,1317406,2,Elfsborg,15,14,Djurgården,1,2009-04-04T00:00+0200,2,9369
9400,1317407,2,Helsingborg,15,8,Gefle,0,2009-04-04T00:00+0200,3,9373
9370,1317408,1,Trelleborgs FF,15,1,IFK Göteborg,3,2009-04-04T00:00+0200,9,9377
9372,1317409,1,Örgryte IS,15,13,Hammarby,0,2009-04-04T00:00+0200,16,9380
9375,1317410,0,Halmstad,15,11,Malmö FF,0,2009-04-04T00:00+0200,10,9371
9379,1317411,3,Häcken,15,6,Örebro,1,2009-04-04T00:00+0200,7,19740
9382,1317412,2,AIK,15,15,Gais,2,2009-04-04T00:00+0200,5,9367
19721,1317413,2,Kalmar FF,16,12,Brommapojkarna,1,2009-04-04T00:00+0200,4,9374
9369,1317414,1,Djurgården,16,1,Elfsborg,3,2009-04-04T00:00+0200,14,9368
9373,1317415,0,Gefle,16,3,Helsingborg,2,2009-04-04T00:00+0200,10,9400
9377,1317416,1,IFK Göteborg,16,8,Trelleborgs FF,2,2009-04-04T00:00+0200,2,9370
