hl_id,bl_form10,matchid,bl_form5,bl_slutmal,hl_form5,bl_namn,hl_form10,omgang,hl_pos,hl_namn,hl_slutmal,sasong,bl_pos,bl_id
9382,0,1932235,0,0,0,Häcken,0,1,0,Gais,0,2012-03-31T00:00+0200,0,19740
9407,0,1932236,0,1,0,Kalmar FF,0,1,0,GIF Sundsvall,0,2012-03-31T00:00+0200,0,9374
9369,0,1932237,0,1,0,Djurgården,0,1,0,Elfsborg,2,2012-03-31T00:00+0200,0,9368
9367,0,1932238,0,0,0,Mjällby,0,1,0,AIK,0,2012-03-31T00:00+0200,0,9389
23026,0,1932239,0,1,0,IFK Göteborg,0,1,0,Syrianska,2,2012-03-31T00:00+0200,0,9370
9375,0,1932240,0,0,0,Gefle,0,1,0,Malmö FF,0,2012-03-31T00:00+0200,0,9400
9379,0,1932241,0,4,0,Åtvidaberg,0,1,0,Örebro,3,2012-03-31T00:00+0200,0,9393
9376,0,1932242,0,0,0,Helsingborg,0,1,0,Norrköping,1,2012-03-31T00:00+0200,0,9373
9393,0,1932243,0,1,0,Gais,0,2,1,Åtvidaberg,2,2012-03-31T00:00+0200,13,9382
9400,1,1932245,1,1,0,Syrianska,0,2,10,Gefle,1,2012-03-31T00:00+0200,4,23026
19740,0,1932244,0,0,0,Malmö FF,0,2,3,Häcken,5,2012-03-31T00:00+0200,14,9375
9389,-1,1932246,-1,0,0,Örebro,0,2,11,Mjällby,0,2012-03-31T00:00+0200,12,9379
9368,-1,1932247,-1,0,-1,GIF Sundsvall,-1,2,7,Djurgården,1,2012-03-31T00:00+0200,16,9407
9373,1,1932248,1,1,-1,Elfsborg,-1,2,8,Helsingborg,2,2012-03-31T00:00+0200,6,9369
9370,1,1932249,1,2,-1,Norrköping,-1,2,15,IFK Göteborg,1,2012-03-31T00:00+0200,2,9376
9374,0,1932250,0,2,0,AIK,0,2,9,Kalmar FF,1,2012-03-31T00:00+0200,5,9367
9393,0,1932251,0,1,1,Gefle,1,3,1,Åtvidaberg,6,2012-03-31T00:00+0200,15,9400
9379,0,1932252,0,0,-1,Helsingborg,-1,3,12,Örebro,0,2012-03-31T00:00+0200,7,9373
9382,0,1932253,0,0,-1,Djurgården,-1,3,13,Gais,0,2012-03-31T00:00+0200,6,9368
19740,0,1932254,0,2,1,Mjällby,1,3,2,Häcken,4,2012-03-31T00:00+0200,14,9389
9369,1,1932255,1,0,0,Norrköping,0,3,3,Elfsborg,2,2012-03-31T00:00+0200,4,9376
9407,1,1932256,1,0,-2,Syrianska,-2,3,10,GIF Sundsvall,4,2012-03-31T00:00+0200,8,23026
9367,-2,1932257,-2,1,0,IFK Göteborg,0,3,5,AIK,1,2012-03-31T00:00+0200,16,9370
9375,-1,1932258,-1,0,-1,Kalmar FF,-1,3,9,Malmö FF,2,2012-03-31T00:00+0200,11,9374
23026,0,1932260,0,1,0,AIK,0,4,12,Syrianska,0,2012-03-31T00:00+0200,3,9367
9389,2,1932261,2,0,-1,Åtvidaberg,-1,4,8,Mjällby,2,2012-03-31T00:00+0200,1,9393
9370,-1,1932262,-1,2,-2,Örebro,-2,4,15,IFK Göteborg,2,2012-03-31T00:00+0200,13,9379
9400,1,1932259,1,2,-1,Elfsborg,-1,4,16,Gefle,1,2012-03-31T00:00+0200,2,9369
9374,2,1932263,2,1,-2,Häcken,-2,4,7,Kalmar FF,3,2012-03-31T00:00+0200,4,19740
9376,-1,1932264,-1,2,0,GIF Sundsvall,0,4,5,Norrköping,2,2012-03-31T00:00+0200,10,9407
9373,-1,1932265,-1,1,0,Gais,0,4,9,Helsingborg,1,2012-03-31T00:00+0200,14,9382
9368,0,1932266,0,3,0,Malmö FF,0,4,11,Djurgården,2,2012-03-31T00:00+0200,6,9375
9389,-1,1932267,-1,3,0,Djurgården,0,5,5,Mjällby,4,2012-03-31T00:00+0200,14,9368
9393,0,1932268,0,2,1,Helsingborg,1,5,3,Åtvidaberg,1,2012-03-31T00:00+0200,6,9373
9374,-2,1932269,-2,1,-1,Gefle,-1,5,10,Kalmar FF,0,2012-03-31T00:00+0200,13,9400
9382,0,1932270,0,0,-1,Norrköping,-1,5,9,Gais,2,2012-03-31T00:00+0200,8,9376
9367,-1,1932271,-1,1,0,GIF Sundsvall,0,5,4,AIK,1,2012-03-31T00:00+0200,11,9407
19740,-2,1932273,-2,2,1,IFK Göteborg,1,5,7,Häcken,1,2012-03-31T00:00+0200,12,9370
9375,-1,1932274,-1,0,0,Syrianska,0,5,2,Malmö FF,2,2012-03-31T00:00+0200,15,23026
9379,1,1932272,1,2,-1,Elfsborg,-1,5,16,Örebro,0,2012-03-31T00:00+0200,1,9369
9400,0,1932278,0,1,-2,AIK,-2,6,14,Gefle,0,2012-03-31T00:00+0200,2,9367
9369,0,1932284,0,1,1,Gais,1,6,1,Elfsborg,2,2012-03-31T00:00+0200,12,9382
9373,1,1932279,1,1,0,Mjällby,0,6,8,Helsingborg,1,2012-03-31T00:00+0200,7,9389
23026,0,1932280,0,2,-2,Häcken,-2,6,15,Syrianska,1,2012-03-31T00:00+0200,3,19740
9370,0,1932281,0,1,-2,Åtvidaberg,-2,6,10,IFK Göteborg,2,2012-03-31T00:00+0200,6,9393
9407,-2,1932282,-2,1,-1,Örebro,-1,6,9,GIF Sundsvall,3,2012-03-31T00:00+0200,16,9379
9368,-2,1932283,-2,1,-2,Kalmar FF,-2,6,13,Djurgården,1,2012-03-31T00:00+0200,11,9374
9376,1,1932285,1,2,-1,Malmö FF,-1,6,5,Norrköping,3,2012-03-31T00:00+0200,4,9375
9393,0,1932729,0,3,-1,Häcken,-1,7,9,Åtvidaberg,0,2012-03-31T00:00+0200,2,19740
23026,2,1932730,1,4,-4,Elfsborg,-3,7,15,Syrianska,1,2012-03-31T00:00+0200,1,9369
9370,0,1932732,1,0,0,GIF Sundsvall,-1,7,5,IFK Göteborg,2,2012-03-31T00:00+0200,10,9407
9373,0,1932731,0,0,1,AIK,0,7,8,Helsingborg,0,2012-03-31T00:00+0200,3,9367
9389,0,1932733,0,2,1,Malmö FF,1,7,7,Mjällby,2,2012-03-31T00:00+0200,6,9375
9400,0,1932734,-1,2,-3,Norrköping,-3,7,14,Gefle,0,2012-03-31T00:00+0200,4,9376
9368,-3,1932735,-2,1,-1,Örebro,-2,7,11,Djurgården,2,2012-03-31T00:00+0200,16,9379
9374,-1,1932736,-1,2,-2,Gais,-2,7,12,Kalmar FF,2,2012-03-31T00:00+0200,13,9382
9407,0,1932737,0,1,1,Helsingborg,-1,8,12,GIF Sundsvall,0,2012-03-31T00:00+0200,5,9373
9376,-4,1932738,-5,4,-1,Syrianska,0,8,6,Norrköping,1,2012-03-31T00:00+0200,14,23026
9375,-2,1932739,-3,1,1,Åtvidaberg,0,8,4,Malmö FF,2,2012-03-31T00:00+0200,10,9393
9379,-2,1932741,-1,1,-3,Kalmar FF,-4,8,16,Örebro,0,2012-03-31T00:00+0200,9,9374
9382,1,1932742,1,2,0,Mjällby,-1,8,13,Gais,2,2012-03-31T00:00+0200,7,9389
9369,0,1932743,2,0,2,IFK Göteborg,2,8,1,Elfsborg,1,2012-03-31T00:00+0200,8,9370
9367,-1,1932740,-1,1,0,Djurgården,0,8,3,AIK,1,2012-03-31T00:00+0200,11,9368
19740,-4,1932744,-4,0,-1,Gefle,0,8,2,Häcken,3,2012-03-31T00:00+0200,15,9400
9375,2,1932761,1,0,1,Helsingborg,2,11,2,Malmö FF,3,2012-03-31T00:00+0200,5,9373
23026,-1,1932745,0,0,-4,Gais,-4,9,12,Syrianska,2,2012-03-31T00:00+0200,14,9382
9368,-3,1932746,-5,1,-1,Åtvidaberg,-1,9,11,Djurgården,1,2012-03-31T00:00+0200,10,9393
9374,1,1932747,2,2,0,Mjällby,-2,9,9,Kalmar FF,1,2012-03-31T00:00+0200,6,9389
9376,-5,1932748,-4,0,-1,Örebro,-1,9,4,Norrköping,3,2012-03-31T00:00+0200,16,9379
9369,0,1932749,0,0,2,AIK,3,9,1,Elfsborg,1,2012-03-31T00:00+0200,7,9367
9373,1,1932750,-1,2,0,Häcken,0,9,3,Helsingborg,3,2012-03-31T00:00+0200,2,19740
9400,-2,1932752,-1,0,-4,GIF Sundsvall,-5,9,15,Gefle,0,2012-03-31T00:00+0200,13,9407
9370,1,1932751,1,2,1,Malmö FF,-1,9,8,IFK Göteborg,2,2012-03-31T00:00+0200,5,9375
9379,-1,1932753,-1,2,-5,AIK,-6,10,16,Örebro,2,2012-03-31T00:00+0200,7,9367
19740,0,1932754,0,0,-1,Norrköping,0,10,2,Häcken,6,2012-03-31T00:00+0200,5,9376
9393,-3,1932755,-2,0,-4,Syrianska,-3,10,9,Åtvidaberg,1,2012-03-31T00:00+0200,13,23026
9374,1,1932756,1,1,-2,Helsingborg,-3,10,11,Kalmar FF,1,2012-03-31T00:00+0200,4,9373
9382,-2,1932757,-1,2,-1,GIF Sundsvall,-2,10,14,Gais,1,2012-03-31T00:00+0200,10,9407
9389,-1,1932758,1,1,1,IFK Göteborg,1,10,6,Mjällby,1,2012-03-31T00:00+0200,8,9370
9375,4,1932759,3,0,1,Elfsborg,1,10,3,Malmö FF,1,2012-03-31T00:00+0200,1,9369
9368,-5,1932760,-3,1,0,Gefle,-1,10,12,Djurgården,1,2012-03-31T00:00+0200,15,9400
19740,0,1932762,1,1,1,Djurgården,1,11,3,Häcken,1,2012-03-31T00:00+0200,11,9368
9393,-3,1932763,-1,0,-2,Kalmar FF,-2,11,6,Åtvidaberg,3,2012-03-31T00:00+0200,13,9374
9379,-5,1932764,-2,1,-4,Syrianska,-5,11,16,Örebro,0,2012-03-31T00:00+0200,10,23026
9389,-5,1932765,-3,0,0,Gefle,1,11,7,Mjällby,0,2012-03-31T00:00+0200,15,9400
9367,-2,1932766,0,2,-1,Norrköping,-1,11,4,AIK,5,2012-03-31T00:00+0200,8,9376
9407,2,1932768,2,3,-1,Elfsborg,-1,11,12,GIF Sundsvall,0,2012-03-31T00:00+0200,1,9369
9382,0,1932767,1,1,-3,IFK Göteborg,-3,11,14,Gais,1,2012-03-31T00:00+0200,9,9370
9400,-6,1932769,-4,1,-2,Örebro,-5,12,14,Gefle,2,2012-03-31T00:00+0200,16,9379
9376,-2,1932770,0,2,-2,Åtvidaberg,-3,12,7,Norrköping,2,2012-03-31T00:00+0200,6,9393
23026,1,1932771,0,1,-1,Mjällby,-5,12,9,Syrianska,2,2012-03-31T00:00+0200,8,9389
9373,-1,1932772,1,1,0,Djurgården,0,12,5,Helsingborg,1,2012-03-31T00:00+0200,11,9368
9407,4,1932773,3,1,-3,Malmö FF,-1,12,12,GIF Sundsvall,1,2012-03-31T00:00+0200,2,9375
9367,-2,1932774,-2,0,0,Gais,0,12,3,AIK,1,2012-03-31T00:00+0200,15,9382
9369,0,1932775,1,0,1,Häcken,3,12,1,Elfsborg,2,2012-03-31T00:00+0200,4,19740
9370,-3,1932776,-2,1,0,Kalmar FF,1,12,10,IFK Göteborg,1,2012-03-31T00:00+0200,13,9374
19740,-2,1932777,-2,2,0,GIF Sundsvall,-2,13,5,Häcken,1,2012-03-31T00:00+0200,9,9407
9393,3,1932778,2,1,1,Elfsborg,-3,13,6,Åtvidaberg,5,2012-03-31T00:00+0200,1,9369
9389,-2,1932779,-2,2,-1,Norrköping,1,13,10,Mjällby,0,2012-03-31T00:00+0200,7,9376
9374,-3,1932780,1,0,-2,Syrianska,-2,13,11,Kalmar FF,3,2012-03-31T00:00+0200,12,23026
9375,1,1932781,1,0,3,AIK,3,13,2,Malmö FF,4,2012-03-31T00:00+0200,4,9367
9373,-3,1932782,0,1,0,Gefle,0,13,3,Helsingborg,4,2012-03-31T00:00+0200,14,9400
9368,1,1932783,-1,2,0,IFK Göteborg,-1,13,8,Djurgården,3,2012-03-31T00:00+0200,13,9370
9382,-7,1932784,-4,1,-3,Örebro,-3,13,15,Gais,0,2012-03-31T00:00+0200,16,9379
9407,-1,1932786,3,3,-1,Åtvidaberg,-2,14,9,GIF Sundsvall,3,2012-03-31T00:00+0200,6,9393
23026,1,1932787,1,1,0,Djurgården,-3,14,11,Syrianska,1,2012-03-31T00:00+0200,8,9368
9400,-4,1932785,-4,0,0,Gais,-3,14,14,Gefle,0,2012-03-31T00:00+0200,15,9382
9367,-2,1932788,-2,1,0,Häcken,0,14,3,AIK,3,2012-03-31T00:00+0200,7,19740
9369,-1,1932789,-2,0,0,Mjällby,2,14,1,Elfsborg,0,2012-03-31T00:00+0200,10,9389
9376,-2,1932790,-1,1,-1,Kalmar FF,-2,14,4,Norrköping,2,2012-03-31T00:00+0200,13,9374
9379,4,1932791,3,1,-3,Malmö FF,-7,14,16,Örebro,2,2012-03-31T00:00+0200,2,9375
9370,1,1932792,1,1,-1,Helsingborg,0,14,12,IFK Göteborg,1,2012-03-31T00:00+0200,5,9373
9370,-3,1932793,0,1,-1,Gefle,0,15,11,IFK Göteborg,1,2012-03-31T00:00+0200,14,9400
9393,1,1932794,2,0,3,AIK,0,15,4,Åtvidaberg,2,2012-03-31T00:00+0200,5,9367
9389,-2,1932795,-1,0,-2,GIF Sundsvall,-2,15,8,Mjällby,1,2012-03-31T00:00+0200,12,9407
9373,-2,1932796,-1,0,0,Syrianska,1,15,3,Helsingborg,1,2012-03-31T00:00+0200,13,23026
9379,-2,1932797,-2,2,-1,Häcken,-5,15,16,Örebro,1,2012-03-31T00:00+0200,7,19740
9374,2,1932798,-1,1,-1,Elfsborg,-2,15,9,Kalmar FF,2,2012-03-31T00:00+0200,1,9369
9368,0,1932800,-1,1,1,Norrköping,2,15,10,Djurgården,1,2012-03-31T00:00+0200,6,9376
9375,-5,1932799,-3,0,2,Gais,2,15,2,Malmö FF,2,2012-03-31T00:00+0200,15,9382
19740,-5,1932804,-2,1,-3,Örebro,-2,16,5,Häcken,2,2012-03-31T00:00+0200,16,9379
9400,-1,1932801,-1,0,0,IFK Göteborg,-2,16,14,Gefle,5,2012-03-31T00:00+0200,12,9370
9407,-1,1932802,-1,1,-2,Mjällby,-4,16,8,GIF Sundsvall,3,2012-03-31T00:00+0200,9,9389
23026,2,1932803,1,3,-1,Helsingborg,-2,16,13,Syrianska,1,2012-03-31T00:00+0200,3,9373
9369,-1,1932805,0,0,-1,Kalmar FF,0,16,1,Elfsborg,3,2012-03-31T00:00+0200,11,9374
9367,2,1932806,3,0,1,Åtvidaberg,0,16,4,AIK,1,2012-03-31T00:00+0200,7,9393
9382,4,1932807,2,3,-3,Malmö FF,-5,16,15,Gais,2,2012-03-31T00:00+0200,2,9375
9376,2,1932808,1,1,0,Djurgården,-1,16,6,Norrköping,1,2012-03-31T00:00+0200,10,9368
9393,-5,1932809,-2,1,1,Örebro,2,17,7,Åtvidaberg,1,2012-03-31T00:00+0200,15,9379
9400,4,1932810,1,2,1,Malmö FF,0,17,14,Gefle,0,2012-03-31T00:00+0200,2,9375
9373,-1,1932811,1,2,2,Norrköping,2,17,5,Helsingborg,1,2012-03-31T00:00+0200,6,9376
9389,1,1932812,1,1,-2,AIK,-2,17,10,Mjällby,0,2012-03-31T00:00+0200,3,9367
9374,-2,1932813,0,1,0,GIF Sundsvall,-2,17,12,Kalmar FF,1,2012-03-31T00:00+0200,8,9407
9368,1,1932814,0,0,1,Elfsborg,1,17,9,Djurgården,0,2012-03-31T00:00+0200,1,9369
19740,-6,1932815,-4,1,-2,Gais,-1,17,4,Häcken,3,2012-03-31T00:00+0200,16,9382
9370,-2,1932816,-2,0,-2,Syrianska,-3,17,11,IFK Göteborg,1,2012-03-31T00:00+0200,13,23026
9382,3,1932818,1,2,-4,Åtvidaberg,-7,18,15,Gais,2,2012-03-31T00:00+0200,7,9393
23026,0,1932819,-1,0,-4,Gefle,-3,18,13,Syrianska,1,2012-03-31T00:00+0200,14,9400
9375,-1,1932820,0,0,1,Häcken,3,18,2,Malmö FF,0,2012-03-31T00:00+0200,3,19740
9367,-2,1932821,0,2,0,Kalmar FF,1,18,4,AIK,1,2012-03-31T00:00+0200,10,9374
9407,1,1932817,1,1,0,Djurgården,-1,18,11,GIF Sundsvall,0,2012-03-31T00:00+0200,8,9368
9379,-3,1932822,-2,1,-1,Mjällby,-4,18,16,Örebro,0,2012-03-31T00:00+0200,9,9389
9376,-1,1932823,-1,0,1,IFK Göteborg,0,18,5,Norrköping,0,2012-03-31T00:00+0200,12,9370
9400,1,1932825,0,1,-1,Djurgården,-1,19,14,Gefle,0,2012-03-31T00:00+0200,8,9368
9407,-6,1932826,-3,0,-1,Gais,-2,19,9,GIF Sundsvall,2,2012-03-31T00:00+0200,15,9382
23026,3,1932827,0,2,-2,Åtvidaberg,-3,19,13,Syrianska,2,2012-03-31T00:00+0200,7,9393
9370,-3,1932828,-1,2,0,Mjällby,-1,19,10,IFK Göteborg,4,2012-03-31T00:00+0200,11,9389
9373,-1,1932829,-1,2,-1,Kalmar FF,-1,19,5,Helsingborg,7,2012-03-31T00:00+0200,12,9374
9367,-4,1932830,-2,0,0,Örebro,1,19,4,AIK,3,2012-03-31T00:00+0200,16,9379
9369,3,1932831,0,1,1,Malmö FF,0,19,1,Elfsborg,4,2012-03-31T00:00+0200,2,9375
9376,0,1932832,1,2,1,Häcken,-1,19,6,Norrköping,1,2012-03-31T00:00+0200,3,19740
9369,1,1932824,1,1,-1,Helsingborg,0,18,1,Elfsborg,2,2012-03-31T00:00+0200,6,9373
9379,-2,2021125,-2,2,-4,Gefle,-5,20,16,Örebro,1,2012-03-31T00:00+0200,14,9400
9368,0,2021130,0,1,0,Helsingborg,1,20,7,Djurgården,3,2012-03-31T00:00+0200,5,9373
9382,2,2021124,0,1,-4,AIK,-6,20,15,Gais,0,2012-03-31T00:00+0200,4,9367
19740,2,2021126,2,2,2,Elfsborg,-1,20,3,Häcken,4,2012-03-31T00:00+0200,1,9369
9374,0,2021129,1,0,-1,IFK Göteborg,-2,20,9,Kalmar FF,3,2012-03-31T00:00+0200,11,9370
9389,-2,2021128,-2,2,-2,Syrianska,-4,20,13,Mjällby,0,2012-03-31T00:00+0200,12,23026
9375,-1,2021131,0,0,0,GIF Sundsvall,1,20,2,Malmö FF,2,2012-03-31T00:00+0200,10,9407
9393,-1,2021127,-1,1,0,Norrköping,2,20,8,Åtvidaberg,1,2012-03-31T00:00+0200,6,9376
9379,2,2021134,1,3,-4,Djurgården,-5,21,16,Örebro,2,2012-03-31T00:00+0200,5,9368
19740,1,2021138,-1,2,3,Åtvidaberg,0,21,2,Häcken,5,2012-03-31T00:00+0200,9,9393
9375,-5,2021132,-4,1,0,Mjällby,1,21,3,Malmö FF,1,2012-03-31T00:00+0200,12,9389
9382,0,2021133,-1,2,-4,Kalmar FF,-7,21,15,Gais,1,2012-03-31T00:00+0200,8,9374
9367,0,2021139,-2,1,1,Helsingborg,1,21,4,AIK,2,2012-03-31T00:00+0200,6,9373
9407,-1,2021135,0,3,0,IFK Göteborg,-1,21,10,GIF Sundsvall,3,2012-03-31T00:00+0200,11,9370
9369,-2,2021136,-1,0,2,Syrianska,1,21,1,Elfsborg,1,2012-03-31T00:00+0200,13,23026
9376,-2,2021137,-2,1,-1,Gefle,0,21,7,Norrköping,0,2012-03-31T00:00+0200,14,9400
23026,-1,2021146,-2,2,-1,Norrköping,-4,22,13,Syrianska,1,2012-03-31T00:00+0200,6,9376
9389,-7,2021141,-4,0,-3,Gais,-4,22,11,Mjällby,4,2012-03-31T00:00+0200,16,9382
9373,-1,2021144,-1,0,-3,GIF Sundsvall,-1,22,5,Helsingborg,4,2012-03-31T00:00+0200,12,9407
9368,1,2021143,1,3,1,AIK,2,22,7,Djurgården,0,2012-03-31T00:00+0200,4,9367
9370,1,2021145,2,1,1,Elfsborg,-1,22,10,IFK Göteborg,2,2012-03-31T00:00+0200,1,9369
9374,-5,2021142,-4,2,0,Örebro,0,22,8,Kalmar FF,1,2012-03-31T00:00+0200,15,9379
9400,2,2021147,3,2,-3,Häcken,-3,22,14,Gefle,0,2012-03-31T00:00+0200,2,19740
9393,1,2021140,0,1,-1,Malmö FF,0,22,9,Åtvidaberg,0,2012-03-31T00:00+0200,3,9375
9368,3,2021154,2,3,0,Häcken,0,23,7,Djurgården,0,2012-03-31T00:00+0200,1,19740
23026,-5,2021150,-4,2,-1,Örebro,-4,23,13,Syrianska,2,2012-03-31T00:00+0200,15,9379
9369,-2,2021152,-2,0,1,GIF Sundsvall,1,23,2,Elfsborg,0,2012-03-31T00:00+0200,12,9407
9400,-2,2021153,-1,0,-3,Mjällby,-3,23,14,Gefle,1,2012-03-31T00:00+0200,11,9389
9376,2,2021151,1,2,-2,AIK,-1,23,6,Norrköping,2,2012-03-31T00:00+0200,4,9367
9374,-2,2021155,-2,0,-1,Åtvidaberg,-2,23,8,Kalmar FF,2,2012-03-31T00:00+0200,10,9393
9370,-7,2021149,-4,0,1,Gais,1,23,9,IFK Göteborg,0,2012-03-31T00:00+0200,16,9382
9373,0,2021148,0,1,-1,Malmö FF,-1,23,5,Helsingborg,1,2012-03-31T00:00+0200,3,9375
9393,-1,2021161,-1,1,-3,Djurgården,-3,24,10,Åtvidaberg,2,2012-03-31T00:00+0200,7,9368
9379,-2,2021158,-2,1,-3,Norrköping,-6,24,15,Örebro,0,2012-03-31T00:00+0200,5,9376
9407,-2,2021159,-1,1,-1,Gefle,-2,24,14,GIF Sundsvall,0,2012-03-31T00:00+0200,13,9400
9389,0,2021162,0,0,-2,Kalmar FF,-3,24,11,Mjällby,1,2012-03-31T00:00+0200,9,9374
9367,1,2021163,0,1,2,Elfsborg,1,24,3,AIK,1,2012-03-31T00:00+0200,2,9369
19740,-1,2021160,0,2,2,Helsingborg,4,24,1,Häcken,2,2012-03-31T00:00+0200,6,9373
9375,1,2021156,1,2,0,IFK Göteborg,1,24,4,Malmö FF,1,2012-03-31T00:00+0200,8,9370
9382,-4,2021157,-2,4,-4,Syrianska,-7,24,16,Gais,1,2012-03-31T00:00+0200,12,23026
9373,-3,2021169,-2,0,-1,Åtvidaberg,-2,25,6,Helsingborg,3,2012-03-31T00:00+0200,11,9393
9407,2,2021171,1,3,-3,AIK,-2,25,14,GIF Sundsvall,2,2012-03-31T00:00+0200,3,9367
9369,-6,2021166,-3,0,-1,Örebro,2,25,1,Elfsborg,1,2012-03-31T00:00+0200,15,9379
9400,-2,2021167,0,0,0,Kalmar FF,-2,25,12,Gefle,0,2012-03-31T00:00+0200,9,9374
23026,-1,2021164,0,2,-2,Malmö FF,-3,25,13,Syrianska,0,2012-03-31T00:00+0200,4,9375
9376,-7,2021165,-4,2,-1,Gais,-2,25,5,Norrköping,7,2012-03-31T00:00+0200,16,9382
9368,-3,2021170,0,1,-2,Mjällby,-2,25,10,Djurgården,0,2012-03-31T00:00+0200,7,9389
9370,4,2021168,2,1,0,Häcken,1,25,8,IFK Göteborg,1,2012-03-31T00:00+0200,2,19740
9375,-1,2021172,0,0,-1,Norrköping,-1,26,3,Malmö FF,2,2012-03-31T00:00+0200,6,9376
19740,-3,2021176,-3,1,1,Syrianska,3,26,2,Häcken,5,2012-03-31T00:00+0200,13,23026
9393,2,2021177,1,2,-3,IFK Göteborg,-3,26,12,Åtvidaberg,1,2012-03-31T00:00+0200,7,9370
9367,-3,2021175,0,1,1,Gefle,1,26,4,AIK,0,2012-03-31T00:00+0200,11,9400
9389,-1,2021178,1,2,1,Helsingborg,-2,26,10,Mjällby,0,2012-03-31T00:00+0200,5,9373
9374,-3,2021179,-4,2,-1,Djurgården,-1,26,8,Kalmar FF,2,2012-03-31T00:00+0200,9,9368
9382,2,2021173,1,2,-4,Elfsborg,-7,26,16,Gais,1,2012-03-31T00:00+0200,1,9369
9379,-4,2021174,-3,2,-3,GIF Sundsvall,-6,26,15,Örebro,2,2012-03-31T00:00+0200,14,9407
9400,-4,2021186,-3,2,0,Åtvidaberg,-2,27,12,Gefle,1,2012-03-31T00:00+0200,9,9393
9389,3,2021187,1,2,0,Häcken,-2,27,11,Mjällby,1,2012-03-31T00:00+0200,1,19740
9374,0,2021180,0,2,-1,Malmö FF,-1,27,10,Kalmar FF,1,2012-03-31T00:00+0200,2,9375
9373,-6,2021182,-2,1,2,Örebro,0,27,5,Helsingborg,1,2012-03-31T00:00+0200,15,9379
9370,0,2021183,-1,1,1,AIK,1,27,8,IFK Göteborg,0,2012-03-31T00:00+0200,4,9367
9376,2,2021185,0,1,0,Elfsborg,-2,27,6,Norrköping,2,2012-03-31T00:00+0200,3,9369
9368,-7,2021181,-4,0,-4,Gais,-3,27,7,Djurgården,3,2012-03-31T00:00+0200,16,9382
23026,-4,2021184,-3,1,-3,GIF Sundsvall,-3,27,13,Syrianska,1,2012-03-31T00:00+0200,14,9407
9375,-2,2021188,-2,1,0,Djurgården,0,28,1,Malmö FF,3,2012-03-31T00:00+0200,8,9368
19740,-2,2021193,-1,2,1,Kalmar FF,3,28,3,Häcken,1,2012-03-31T00:00+0200,7,9374
9367,-4,2021195,-2,1,-1,Syrianska,1,28,4,AIK,1,2012-03-31T00:00+0200,13,23026
9382,1,2021189,1,3,-4,Helsingborg,-8,28,16,Gais,1,2012-03-31T00:00+0200,5,9373
9379,0,2021190,-1,0,-2,IFK Göteborg,-5,28,15,Örebro,1,2012-03-31T00:00+0200,9,9370
9407,-1,2021191,1,4,-2,Norrköping,-3,28,14,GIF Sundsvall,0,2012-03-31T00:00+0200,6,9376
9393,-3,2021194,-2,0,-2,Mjällby,-4,28,10,Åtvidaberg,0,2012-03-31T00:00+0200,11,9389
9369,-2,2021192,0,0,0,Gefle,0,28,2,Elfsborg,2,2012-03-31T00:00+0200,12,9400
9374,0,2021201,1,2,-2,Norrköping,-1,29,8,Kalmar FF,0,2012-03-31T00:00+0200,6,9376
9373,-2,2021203,-2,0,1,IFK Göteborg,0,29,5,Helsingborg,2,2012-03-31T00:00+0200,10,9370
9368,-4,2021202,-2,1,-2,Syrianska,-3,29,7,Djurgården,1,2012-03-31T00:00+0200,13,23026
9382,-2,2021197,-2,3,-5,Gefle,-8,29,16,Gais,2,2012-03-31T00:00+0200,11,9400
9389,0,2021200,1,3,-1,Elfsborg,-2,29,12,Mjällby,2,2012-03-31T00:00+0200,1,9369
9393,-5,2021199,-3,2,-1,GIF Sundsvall,-4,29,9,Åtvidaberg,2,2012-03-31T00:00+0200,14,9407
9375,-3,2021196,-1,1,1,Örebro,2,29,2,Malmö FF,1,2012-03-31T00:00+0200,15,9379
19740,0,2021198,-1,1,0,AIK,2,29,3,Häcken,1,2012-03-31T00:00+0200,4,9367
9379,-8,2021204,-5,0,0,Gais,-2,30,15,Örebro,4,2012-03-31T00:00+0200,16,9382
9407,1,2021205,0,2,-2,Häcken,-4,30,14,GIF Sundsvall,1,2012-03-31T00:00+0200,2,19740
9400,2,2021206,2,2,-2,Helsingborg,-2,30,11,Gefle,2,2012-03-31T00:00+0200,6,9373
9369,-4,2021207,-2,1,1,Åtvidaberg,1,30,1,Elfsborg,1,2012-03-31T00:00+0200,8,9393
9376,-2,2021208,-3,1,1,Mjällby,0,30,5,Norrköping,2,2012-03-31T00:00+0200,12,9389
23026,-3,2021209,-2,0,-2,Kalmar FF,-4,30,13,Syrianska,3,2012-03-31T00:00+0200,10,9374
9370,-4,2021210,-1,0,-3,Djurgården,-2,30,7,IFK Göteborg,1,2012-03-31T00:00+0200,9,9368
9367,1,2021211,2,0,-1,Malmö FF,0,30,4,AIK,2,2012-03-31T00:00+0200,3,9375
9371,0,1588740,0,0,0,Kalmar FF,0,1,0,Halmstad,0,2011-04-02T00:00+0200,0,9374
9376,0,1588741,0,0,0,Gais,0,1,0,Norrköping,2,2011-04-02T00:00+0200,0,9382
23026,0,1588742,0,1,0,Gefle,0,1,0,Syrianska,1,2011-04-02T00:00+0200,0,9400
